Row Index,Average
1,0.00045862437332485717
2,0.00045810716880165714
3,0.00045763276675474284
4,0.00045719600872172857
5,0.0004567925421958
6,0.0004564186674039143
7,0.0004560712181411999
8,0.0004557474680525142
9,0.0004554450561772858
10,0.0004551619272499429
11,0.0004548962834251429
12,0.0004546465449361572
13,0.00045441131780207144
14,0.0004498385625524572
15,0.00044961309545398566
16,0.0004483260617177143
17,0.00044812866098781434
18,0.00044794138116234283
19,0.00044776346119388576
20,0.00044759421468484287
21,0.0004474330209280286
22,0.0004472793172109
23,0.0004471325921799429
24,0.00044699238009789994
25,0.0004468582558566429
26,0.0004467298306319
27,0.00044660674808488576
28,0.0004464886810325857
29,0.0004469078912035571
30,0.00044680126819648567
31,0.00044478684591715714
32,0.0004446788664806428
33,0.0004445748443672429
34,0.0004439258482022714
35,0.0004428292119354
36,0.0004415747712762714
37,0.00044104800325282854
38,0.00044101195618819996
39,0.00044074774206628566
40,0.0004401850434368571
41,0.0004396842781816428
42,0.0004392341848126142
43,0.0004392300682741714
44,0.0004369302998558571
45,0.0004369302998558571
46,0.0004378034367711572
47,0.00043778384778287143
48,0.0004377649368079429
49,0.0004377466692441286
50,0.0004369171546206572
51,0.0004366911056827429
52,0.0004366911056827429
53,0.0004366911056827429
54,0.0004366911056827429
55,0.0004366911056827429
56,0.0004366911056827429
57,0.0004366911056827429
58,0.0004366911056827429
59,0.00043675763521164285
60,0.00043675763521164285
61,0.00043707811310564283
62,0.00043707811310564283
63,0.00043707811310564283
64,0.00043707811310564283
65,0.00043707811310564283
66,0.00043707811310564283
67,0.00043707811310564283
68,0.00043707811310564283
69,0.00043707811310564283
70,0.00043707811310564283
71,0.00043707811310564283
72,0.00043707811310564283
73,0.00043707811310564283
74,0.0004360121793372428
75,0.0004360121793372428
76,0.0004367229995061143
77,0.0004367229995061143
78,0.0004367229995061143
79,0.0004367229995061143
80,0.0004367229995061143
81,0.0004367229995061143
82,0.0004367229995061143
83,0.0004367229995061143
84,0.0004367229995061143
85,0.0004367229995061143
86,0.0004367229995061143
87,0.0004367229995061143
88,0.0004367229995061143
89,0.00043678736097497144
90,0.00043678736097497144
91,0.0004365609642648001
92,0.0004365609642648001
93,0.0004365609642648001
94,0.0004365609642648001
95,0.0004365609642648001
96,0.0004365609642648001
97,0.0004365609642648001
98,0.0004365609642648001
99,0.0004365609642648001
100,0.0004365609642648001
101,0.0004365609642648001
102,0.0004365609642648001
103,0.0004365609642648001
104,0.000437355737372943
105,0.000437355737372943
106,0.0004354448494825
107,0.0004354448494825
108,0.0004354448494825
109,0.0004354448494825
110,0.0004354448494825
111,0.0004354448494825
112,0.0004354448494825
113,0.0004354448494825
114,0.0004354448494825
115,0.0004354448494825
116,0.0004354448494825
117,0.0004354448494825
118,0.0004354448494825
119,0.00043413090532998575
120,0.00043413090532998575
121,0.00043866211038271424
122,0.00043866211038271424
123,0.00043866211038271424
124,0.00043866211038271424
125,0.00043866211038271424
126,0.00043866211038271424
127,0.00043866211038271424
128,0.00043866211038271424
129,0.00043866211038271424
130,0.00043866211038271424
131,0.00043866211038271424
132,0.00043866211038271424
133,0.00043866211038271424
134,0.00043750843619515717
135,0.00043750843619515717
136,0.00043762936818682855
137,0.00043762936818682855
138,0.00043762936818682855
139,0.00043762936818682855
140,0.00043762936818682855
141,0.00043762936818682855
142,0.00043762936818682855
143,0.00043762936818682855
144,0.00043762936818682855
145,0.00043762936818682855
146,0.00043762936818682855
147,0.00043762936818682855
148,0.00043762936818682855
149,0.0004378039456768286
150,0.0004378039456768286
151,0.0004370530323495428
152,0.0004370530323495428
153,0.0004370530323495428
154,0.0004370530323495428
155,0.0004370530323495428
156,0.0004370530323495428
157,0.0004370530323495428
158,0.0004370530323495428
159,0.0004370530323495428
160,0.0004370530323495428
161,0.0004370530323495428
162,0.0004370530323495428
163,0.0004370530323495428
164,0.0004358829945431286
165,0.0004358829945431286
166,0.00043177790924
167,0.00043177790924
168,0.00043177790924
169,0.00043177790924
170,0.00043177790924
171,0.00043177790924
172,0.00043177790924
173,0.00043177790924
174,0.00043177790924
175,0.00043177790924
176,0.00043177790924
177,0.00043177790924
178,0.00043177790924
179,0.00042905127620522857
180,0.00042905127620522857
181,0.0004288074102091
182,0.0004288074102091
183,0.0004288074102091
184,0.0004288074102091
185,0.0004288074102091
186,0.0004288074102091
187,0.0004288074102091
188,0.0004288074102091
189,0.0004288074102091
190,0.0004288074102091
191,0.0004288074102091
192,0.0004288074102091
193,0.0004288074102091
194,0.0004272285258315571
195,0.0004272285258315571
196,0.0004269103476449571
197,0.0004269103476449571
198,0.0004269103476449571
199,0.0004269103476449571
200,0.0004269103476449571
201,0.0004269103476449571
202,0.0004269103476449571
203,0.0004269103476449571
204,0.0004269103476449571
205,0.0004269103476449571
206,0.0004269103476449571
207,0.0004269103476449571
208,0.0004269103476449571
209,0.00042562779462864287
210,0.00042562779462864287
211,0.00042191824112702863
212,0.00042191824112702863
213,0.00042191824112702863
214,0.00042191824112702863
215,0.00042191824112702863
216,0.00042191824112702863
217,0.00042191824112702863
218,0.00042191824112702863
219,0.00042191824112702863
220,0.00042191824112702863
221,0.00042191824112702863
222,0.00042191824112702863
223,0.00042191824112702863
224,0.0004257017903681286
225,0.0004257017903681286
226,0.00042056258951124286
227,0.00042056258951124286
228,0.00042056258951124286
229,0.00042056258951124286
230,0.00042056258951124286
231,0.00042056258951124286
232,0.00042056258951124286
233,0.00042056258951124286
234,0.00042056258951124286
235,0.00042056258951124286
236,0.00042056258951124286
237,0.00042056258951124286
238,0.00042056258951124286
239,0.0004228335149938857
240,0.0004228335149938857
241,0.0004227587417717857
242,0.0004227587417717857
243,0.0004227587417717857
244,0.0004227587417717857
245,0.0004227587417717857
246,0.0004227587417717857
247,0.0004227587417717857
248,0.0004227587417717857
249,0.0004227587417717857
250,0.0004227587417717857
251,0.0004227587417717857
252,0.0004227587417717857
253,0.0004227587417717857
254,0.00042576944302697144
255,0.00042576944302697144
256,0.0004261870266395
257,0.0004261870266395
258,0.0004261870266395
259,0.0004261870266395
260,0.0004261870266395
261,0.0004261870266395
262,0.0004261870266395
263,0.0004261870266395
264,0.0004261870266395
265,0.0004261870266395
266,0.0004261870266395
267,0.0004261870266395
268,0.0004261870266395
269,0.0004276466165325001
270,0.0004276466165325001
271,0.0004262150684065834
